date,open,high,low,close
2024-04-01 07:03:00,1.07859,1.0788,1.07859,1.0788
2024-04-01 07:04:00,1.0788,1.07881,1.07871,1.07877
2024-04-01 07:05:00,1.07878,1.07886,1.07875,1.07884
2024-04-01 07:06:00,1.07885,1.07898,1.07885,1.07896
2024-04-01 07:07:00,1.07897,1.07905,1.07897,1.079
2024-04-01 07:08:00,1.07901,1.07911,1.079,1.07905
2024-04-01 07:09:00,1.07904,1.07908,1.07904,1.07908
2024-04-01 07:10:00,1.0791,1.0791,1.07899,1.079
2024-04-01 07:11:00,1.07899,1.07905,1.07899,1.07904
2024-04-01 07:12:00,1.07905,1.07913,1.07905,1.0791
2024-04-01 07:13:00,1.07909,1.07911,1.07908,1.0791
2024-04-01 07:14:00,1.0791,1.0791,1.07905,1.07908
2024-04-01 07:15:00,1.07907,1.07909,1.07906,1.07907
2024-04-01 07:16:00,1.07906,1.07913,1.07905,1.07913
2024-04-01 07:17:00,1.07912,1.07913,1.0791,1.07912
2024-04-01 07:18:00,1.07912,1.07913,1.07907,1.07913
2024-04-01 07:19:00,1.07912,1.07923,1.07912,1.07914
2024-04-01 07:20:00,1.07915,1.07923,1.07914,1.07915
2024-04-01 07:21:00,1.07915,1.07916,1.07909,1.0791
2024-04-01 07:22:00,1.07911,1.07912,1.07908,1.07908
2024-04-01 07:23:00,1.07907,1.07914,1.07907,1.07912
2024-04-01 07:24:00,1.07912,1.07912,1.07902,1.07908
2024-04-01 07:25:00,1.07908,1.07912,1.07905,1.07907
2024-04-01 07:26:00,1.07906,1.07906,1.07897,1.07898
2024-04-01 07:27:00,1.07897,1.07898,1.07892,1.07892
2024-04-01 07:28:00,1.07893,1.07894,1.07889,1.07892
2024-04-01 07:29:00,1.07891,1.07904,1.07891,1.07904
2024-04-01 07:30:00,1.07905,1.07912,1.07899,1.07902
2024-04-01 07:31:00,1.07903,1.07913,1.07903,1.0791
2024-04-01 07:32:00,1.07909,1.0791,1.07903,1.07909
2024-04-01 07:33:00,1.07908,1.07909,1.07902,1.07905
2024-04-01 07:34:00,1.07904,1.07909,1.07902,1.07902
2024-04-01 07:35:00,1.07903,1.07903,1.07898,1.07902
2024-04-01 07:36:00,1.07901,1.07903,1.07899,1.079
2024-04-01 07:37:00,1.079,1.079,1.07887,1.07888
2024-04-01 07:38:00,1.07889,1.07901,1.07889,1.079
2024-04-01 07:39:00,1.07901,1.07901,1.07888,1.07895
2024-04-01 07:40:00,1.07895,1.07896,1.07888,1.07888
2024-04-01 07:41:00,1.07889,1.07889,1.07887,1.07888
2024-04-01 07:42:00,1.07889,1.07892,1.07888,1.07889
2024-04-01 07:43:00,1.0789,1.0789,1.07888,1.07888
2024-04-01 07:44:00,1.07889,1.07889,1.07879,1.07884
2024-04-01 07:45:00,1.07884,1.07886,1.07873,1.07873
2024-04-01 07:46:00,1.07872,1.07873,1.07864,1.07864
2024-04-01 07:47:00,1.07863,1.07863,1.07852,1.0786
2024-04-01 07:48:00,1.0786,1.07862,1.07837,1.07842
2024-04-01 07:49:00,1.07841,1.07845,1.07836,1.07838
2024-04-01 07:50:00,1.07838,1.0784,1.07833,1.0784
2024-04-01 07:51:00,1.0784,1.07852,1.0784,1.07852
2024-04-01 07:52:00,1.07853,1.0786,1.07852,1.07858
2024-04-01 07:53:00,1.07859,1.07862,1.07857,1.07862
2024-04-01 07:54:00,1.07862,1.07868,1.07857,1.07859
2024-04-01 07:55:00,1.07858,1.07859,1.07844,1.0785
2024-04-01 07:56:00,1.0785,1.07852,1.07849,1.07852
2024-04-01 07:57:00,1.07851,1.07857,1.07849,1.07853
2024-04-01 07:58:00,1.07852,1.07862,1.07849,1.07859
2024-04-01 07:59:00,1.07859,1.07863,1.07857,1.07863
2024-04-01 08:00:00,1.07862,1.07863,1.07842,1.07842
2024-04-01 08:01:00,1.07842,1.07852,1.07841,1.07851
2024-04-01 08:02:00,1.0785,1.07852,1.07843,1.07845
2024-04-01 08:03:00,1.07846,1.07846,1.07832,1.07837
2024-04-01 08:04:00,1.07836,1.07847,1.07836,1.07846
2024-04-01 08:05:00,1.07847,1.07848,1.07841,1.07846
2024-04-01 08:06:00,1.07846,1.07846,1.07838,1.07839
2024-04-01 08:07:00,1.07838,1.07852,1.07838,1.07852
2024-04-01 08:08:00,1.07851,1.07861,1.07851,1.07859
2024-04-01 08:09:00,1.07859,1.0786,1.07858,1.07859
2024-04-01 08:10:00,1.0786,1.07862,1.07852,1.07854
2024-04-01 08:11:00,1.07854,1.07859,1.07844,1.07844
2024-04-01 08:12:00,1.07843,1.07846,1.07843,1.07846
2024-04-01 08:13:00,1.07846,1.07856,1.07846,1.07856
2024-04-01 08:14:00,1.07857,1.07867,1.07853,1.07861
2024-04-01 08:15:00,1.07861,1.07881,1.07861,1.0788
2024-04-01 08:16:00,1.0788,1.07884,1.07878,1.07884
2024-04-01 08:17:00,1.07884,1.07892,1.07884,1.07892
2024-04-01 08:18:00,1.07894,1.07903,1.07893,1.07902
2024-04-01 08:19:00,1.07902,1.07909,1.079,1.07904
2024-04-01 08:20:00,1.07904,1.07908,1.07904,1.07905
2024-04-01 08:21:00,1.07904,1.07907,1.079,1.07907
2024-04-01 08:22:00,1.07906,1.07907,1.07896,1.07896
2024-04-01 08:23:00,1.07897,1.07906,1.07896,1.07903
2024-04-01 08:24:00,1.07902,1.07904,1.07896,1.079
2024-04-01 08:25:00,1.079,1.07908,1.079,1.07907
2024-04-01 08:26:00,1.07908,1.07908,1.07907,1.07908
2024-04-01 08:27:00,1.07907,1.07914,1.07907,1.07912
2024-04-01 08:28:00,1.07912,1.07915,1.07909,1.07912
2024-04-01 08:29:00,1.07911,1.07913,1.07906,1.0791
2024-04-01 08:30:00,1.0791,1.07911,1.07904,1.07904
2024-04-01 08:31:00,1.07903,1.07904,1.07894,1.07897
2024-04-01 08:32:00,1.07896,1.07898,1.07894,1.07896
2024-04-01 08:33:00,1.07895,1.07895,1.07881,1.0789
2024-04-01 08:34:00,1.07891,1.07892,1.07888,1.07889
2024-04-01 08:35:00,1.07888,1.07897,1.07888,1.07897
2024-04-01 08:36:00,1.07898,1.07902,1.07898,1.07902
2024-04-01 08:37:00,1.07902,1.07908,1.07901,1.07908
2024-04-01 08:38:00,1.07908,1.07911,1.07903,1.07907
2024-04-01 08:39:00,1.07908,1.07914,1.07908,1.07911
2024-04-01 08:40:00,1.07912,1.07915,1.07911,1.07915
2024-04-01 08:41:00,1.07914,1.07917,1.07909,1.0791
2024-04-01 08:42:00,1.0791,1.07912,1.07908,1.07912
2024-04-01 08:43:00,1.07913,1.07913,1.07896,1.07896
2024-04-01 08:44:00,1.07896,1.07903,1.07893,1.07899
2024-04-01 08:45:00,1.07899,1.07904,1.07899,1.07903
2024-04-01 08:46:00,1.07902,1.07909,1.07901,1.07909
2024-04-01 08:47:00,1.07908,1.07909,1.079,1.079
2024-04-01 08:48:00,1.07899,1.07899,1.07889,1.07896
2024-04-01 08:49:00,1.07897,1.07902,1.07896,1.07901
2024-04-01 08:50:00,1.079,1.079,1.07892,1.07897
2024-04-01 08:51:00,1.07896,1.07902,1.07896,1.07899
2024-04-01 08:52:00,1.07899,1.07899,1.07889,1.07893
2024-04-01 08:53:00,1.07894,1.07895,1.0789,1.07894
2024-04-01 08:54:00,1.07895,1.079,1.07892,1.07892
2024-04-01 08:55:00,1.07892,1.07898,1.07889,1.07897
2024-04-01 08:56:00,1.07896,1.079,1.07896,1.079
2024-04-01 08:57:00,1.07899,1.07899,1.07896,1.07896
2024-04-01 08:58:00,1.07896,1.07904,1.07896,1.079
2024-04-01 08:59:00,1.07901,1.07902,1.07899,1.07899
2024-04-01 09:00:00,1.079,1.0791,1.07899,1.07907
2024-04-01 09:01:00,1.07908,1.0791,1.07907,1.07907
2024-04-01 09:02:00,1.07906,1.07909,1.07903,1.07906
2024-04-01 09:03:00,1.07906,1.07907,1.07901,1.07903
2024-04-01 09:04:00,1.07902,1.07903,1.07898,1.07902
2024-04-01 09:05:00,1.07902,1.07902,1.07896,1.079
2024-04-01 09:06:00,1.07899,1.079,1.07892,1.07893
2024-04-01 09:07:00,1.07892,1.07899,1.07892,1.07895
2024-04-01 09:08:00,1.07896,1.07902,1.07895,1.07902
2024-04-01 09:09:00,1.07901,1.07908,1.079,1.07907
2024-04-01 09:10:00,1.07908,1.07911,1.07903,1.07904
2024-04-01 09:11:00,1.07903,1.07905,1.07903,1.07903
2024-04-01 09:12:00,1.07902,1.07905,1.07901,1.07905
2024-04-01 09:13:00,1.07904,1.07904,1.07898,1.07899
2024-04-01 09:14:00,1.07898,1.07898,1.0788,1.07881
2024-04-01 09:15:00,1.07881,1.07881,1.07875,1.07877
2024-04-01 09:16:00,1.07878,1.07878,1.07873,1.07874
2024-04-01 09:17:00,1.07873,1.07877,1.07873,1.07877
2024-04-01 09:18:00,1.07878,1.07882,1.07877,1.07882
2024-04-01 09:19:00,1.07881,1.07883,1.07881,1.07882
2024-04-01 09:20:00,1.07881,1.07887,1.07881,1.07887
2024-04-01 09:21:00,1.07886,1.07887,1.07883,1.07886
2024-04-01 09:22:00,1.07885,1.07892,1.07885,1.07886
2024-04-01 09:23:00,1.07885,1.07895,1.07885,1.07894
2024-04-01 09:24:00,1.07894,1.07896,1.07886,1.0789
2024-04-01 09:25:00,1.07891,1.07898,1.0789,1.07892
2024-04-01 09:26:00,1.07893,1.07893,1.0788,1.0788
2024-04-01 09:27:00,1.0788,1.07887,1.07875,1.07875
2024-04-01 09:28:00,1.07876,1.07877,1.07872,1.07877
2024-04-01 09:29:00,1.07876,1.07882,1.07874,1.0788
2024-04-01 09:30:00,1.0788,1.07884,1.0788,1.0788
2024-04-01 09:31:00,1.0788,1.0788,1.07873,1.07873
2024-04-01 09:32:00,1.07874,1.0789,1.07874,1.07888
2024-04-01 09:33:00,1.0789,1.07894,1.07889,1.07892
2024-04-01 09:34:00,1.07892,1.07895,1.07891,1.07894
2024-04-01 09:35:00,1.07894,1.07897,1.07893,1.07895
2024-04-01 09:36:00,1.07895,1.07896,1.07894,1.07896
2024-04-01 09:37:00,1.07897,1.07904,1.07896,1.07897
2024-04-01 09:38:00,1.07898,1.07905,1.07897,1.07898
2024-04-01 09:39:00,1.07899,1.079,1.07898,1.07898
2024-04-01 09:40:00,1.07899,1.07903,1.07897,1.07902
2024-04-01 09:41:00,1.07902,1.07904,1.07896,1.07903
2024-04-01 09:42:00,1.07904,1.07905,1.07902,1.07903
2024-04-01 09:43:00,1.07902,1.07902,1.07892,1.07893
2024-04-01 09:44:00,1.07892,1.07893,1.07879,1.07881
2024-04-01 09:45:00,1.0788,1.07883,1.07877,1.07883
2024-04-01 09:46:00,1.07884,1.0789,1.07881,1.07885
2024-04-01 09:47:00,1.07884,1.07884,1.07874,1.07876
2024-04-01 09:48:00,1.07876,1.0788,1.07876,1.07878
2024-04-01 09:49:00,1.07879,1.07881,1.07879,1.0788
2024-04-01 09:50:00,1.0788,1.07881,1.07872,1.07872
2024-04-01 09:51:00,1.07871,1.07877,1.07871,1.07873
2024-04-01 09:52:00,1.07874,1.07874,1.07871,1.07872
2024-04-01 09:53:00,1.07872,1.07874,1.07872,1.07873
2024-04-01 09:54:00,1.07872,1.07874,1.07864,1.07865
2024-04-01 09:55:00,1.07865,1.07866,1.07859,1.07864
2024-04-01 09:56:00,1.07865,1.07873,1.07865,1.07869
2024-04-01 09:57:00,1.0787,1.07874,1.07866,1.07869
2024-04-01 09:58:00,1.07869,1.07869,1.0786,1.0786
2024-04-01 09:59:00,1.07859,1.07867,1.07859,1.07862
2024-04-01 10:00:00,1.0786,1.07868,1.07859,1.07864
2024-04-01 10:01:00,1.07863,1.07869,1.0786,1.07864
2024-04-01 10:02:00,1.07864,1.07864,1.07858,1.07859
2024-04-01 10:03:00,1.07859,1.07859,1.07851,1.07853
2024-04-01 10:04:00,1.07854,1.07857,1.07848,1.07849
2024-04-01 10:05:00,1.07849,1.0785,1.07838,1.07839
2024-04-01 10:06:00,1.0784,1.0784,1.07833,1.07833
2024-04-01 10:07:00,1.07834,1.07843,1.07834,1.07843
2024-04-01 10:08:00,1.07844,1.07844,1.0783,1.07833
2024-04-01 10:09:00,1.07832,1.07842,1.0783,1.07831
2024-04-01 10:10:00,1.07831,1.07838,1.07828,1.07829
2024-04-01 10:11:00,1.0783,1.07831,1.07828,1.0783
2024-04-01 10:12:00,1.07829,1.0783,1.07828,1.0783
2024-04-01 10:13:00,1.07829,1.07831,1.07829,1.07829
2024-04-01 10:14:00,1.07828,1.0783,1.07828,1.07829
2024-04-01 10:15:00,1.0783,1.0784,1.07829,1.07834
2024-04-01 10:16:00,1.07834,1.07836,1.0783,1.07834
2024-04-01 10:17:00,1.07834,1.07834,1.07819,1.07822
2024-04-01 10:18:00,1.07821,1.07821,1.07818,1.07819
2024-04-01 10:19:00,1.0782,1.07823,1.07816,1.07822
2024-04-01 10:20:00,1.07823,1.07825,1.07821,1.07824
2024-04-01 10:21:00,1.07825,1.07828,1.0782,1.07824
2024-04-01 10:22:00,1.07824,1.07824,1.07819,1.07821
2024-04-01 10:23:00,1.07822,1.07822,1.07815,1.07818
2024-04-01 10:24:00,1.07818,1.0782,1.07813,1.07817
2024-04-01 10:25:00,1.07816,1.07817,1.07808,1.07808
2024-04-01 10:26:00,1.07808,1.07814,1.07808,1.07813
2024-04-01 10:27:00,1.07814,1.07814,1.0781,1.07814
2024-04-01 10:28:00,1.07814,1.07822,1.07814,1.07819
2024-04-01 10:29:00,1.07818,1.0782,1.07812,1.07818
2024-04-01 10:30:00,1.07818,1.07819,1.07815,1.07818
2024-04-01 10:31:00,1.07818,1.07824,1.07817,1.07822
2024-04-01 10:32:00,1.07821,1.07822,1.07817,1.07818
2024-04-01 10:33:00,1.07818,1.07818,1.07814,1.07814
2024-04-01 10:34:00,1.07813,1.07814,1.07812,1.07813
2024-04-01 10:35:00,1.07814,1.07818,1.07813,1.07814
2024-04-01 10:36:00,1.07814,1.07818,1.07814,1.07818
2024-04-01 10:37:00,1.07818,1.07828,1.07818,1.07828
2024-04-01 10:38:00,1.07827,1.07829,1.07827,1.07828
2024-04-01 10:39:00,1.07827,1.07829,1.07826,1.07828
2024-04-01 10:40:00,1.07827,1.07828,1.07813,1.07815
2024-04-01 10:41:00,1.07816,1.07816,1.07813,1.07814
2024-04-01 10:42:00,1.07814,1.07815,1.07811,1.07812
2024-04-01 10:43:00,1.07811,1.07814,1.07808,1.0781
2024-04-01 10:44:00,1.0781,1.0781,1.07806,1.07808
2024-04-01 10:45:00,1.07807,1.07815,1.07806,1.07813
2024-04-01 10:46:00,1.07814,1.07815,1.07814,1.07815
2024-04-01 10:47:00,1.07815,1.07816,1.07812,1.07813
2024-04-01 10:48:00,1.07812,1.07814,1.07809,1.07813
2024-04-01 10:49:00,1.07812,1.07816,1.07812,1.07815
2024-04-01 10:50:00,1.07816,1.0782,1.07815,1.07817
2024-04-01 10:51:00,1.07816,1.07816,1.07803,1.07804
2024-04-01 10:52:00,1.07805,1.07805,1.07798,1.07798
2024-04-01 10:53:00,1.07799,1.07802,1.07798,1.07802
2024-04-01 10:54:00,1.07801,1.07803,1.07798,1.078
2024-04-01 10:55:00,1.078,1.078,1.078,1.078
2024-04-01 10:56:00,1.078,1.07802,1.07799,1.07799
2024-04-01 10:57:00,1.07798,1.07801,1.07798,1.078
2024-04-01 10:58:00,1.078,1.07806,1.078,1.07806
2024-04-01 10:59:00,1.07806,1.07816,1.07805,1.07815
2024-04-01 11:00:00,1.07815,1.07817,1.07814,1.07815
2024-04-01 11:01:00,1.07815,1.0782,1.07814,1.07819
2024-04-01 11:02:00,1.07818,1.07819,1.0781,1.0781
2024-04-01 11:03:00,1.07809,1.07811,1.07809,1.0781
2024-04-01 11:04:00,1.0781,1.0781,1.07804,1.07804
2024-04-01 11:05:00,1.07803,1.07807,1.078,1.07806
2024-04-01 11:06:00,1.07806,1.07812,1.07804,1.07811
2024-04-01 11:07:00,1.0781,1.07811,1.0781,1.07811
2024-04-01 11:08:00,1.0781,1.07811,1.0781,1.0781
2024-04-01 11:09:00,1.07811,1.07822,1.07811,1.07822
2024-04-01 11:10:00,1.07822,1.07832,1.07822,1.07832
2024-04-01 11:11:00,1.07832,1.07841,1.07832,1.07841
2024-04-01 11:12:00,1.0784,1.07845,1.0784,1.07841
2024-04-01 11:13:00,1.07841,1.07856,1.07841,1.07856
2024-04-01 11:14:00,1.07855,1.07856,1.0785,1.0785
2024-04-01 11:15:00,1.0785,1.0785,1.07835,1.07835
2024-04-01 11:16:00,1.07835,1.07841,1.07834,1.07841
2024-04-01 11:17:00,1.0784,1.07846,1.0784,1.07846
2024-04-01 11:18:00,1.07847,1.07848,1.07842,1.07842
2024-04-01 11:19:00,1.07841,1.07843,1.07833,1.07833
2024-04-01 11:20:00,1.07834,1.07836,1.07831,1.07836
2024-04-01 11:21:00,1.07835,1.07838,1.07834,1.07834
2024-04-01 11:22:00,1.07834,1.07836,1.07833,1.07835
2024-04-01 11:23:00,1.07835,1.07839,1.07831,1.07835
2024-04-01 11:24:00,1.07836,1.07836,1.07834,1.07835
2024-04-01 11:25:00,1.07836,1.07836,1.0783,1.0783
2024-04-01 11:26:00,1.0783,1.0783,1.07826,1.07828
2024-04-01 11:27:00,1.07828,1.07836,1.07827,1.07836
2024-04-01 11:28:00,1.07836,1.07836,1.07831,1.07833
2024-04-01 11:29:00,1.07832,1.0784,1.07831,1.07839
2024-04-01 11:30:00,1.0784,1.07841,1.07832,1.07836
2024-04-01 11:31:00,1.07836,1.07841,1.07836,1.0784
2024-04-01 11:32:00,1.07841,1.07872,1.07841,1.07872
2024-04-01 11:33:00,1.07871,1.07872,1.07861,1.0787
2024-04-01 11:34:00,1.0787,1.07878,1.07865,1.07877
2024-04-01 11:35:00,1.07876,1.07878,1.07872,1.07877
2024-04-01 11:36:00,1.07875,1.07877,1.07872,1.07873
2024-04-01 11:37:00,1.07872,1.07876,1.07869,1.07874
2024-04-01 11:38:00,1.07873,1.07873,1.07865,1.07866
2024-04-01 11:39:00,1.07867,1.07868,1.07865,1.07867
2024-04-01 11:40:00,1.07868,1.07868,1.07856,1.07857
2024-04-01 11:41:00,1.07856,1.07861,1.07856,1.07856
2024-04-01 11:42:00,1.07856,1.07858,1.07852,1.07852
2024-04-01 11:43:00,1.07852,1.07856,1.07852,1.07856
2024-04-01 11:44:00,1.07855,1.07855,1.0785,1.07852
2024-04-01 11:45:00,1.07851,1.07855,1.07851,1.07855
2024-04-01 11:46:00,1.07854,1.07855,1.0785,1.07854
2024-04-01 11:47:00,1.07853,1.07854,1.07851,1.07854
2024-04-01 11:48:00,1.07855,1.07855,1.07846,1.07847
2024-04-01 11:49:00,1.07848,1.07848,1.07841,1.07845
2024-04-01 11:50:00,1.07845,1.0785,1.07844,1.0785
2024-04-01 11:51:00,1.07851,1.07859,1.07851,1.07859
2024-04-01 11:52:00,1.07858,1.07859,1.07856,1.07857
2024-04-01 11:53:00,1.07858,1.07858,1.07847,1.07849
2024-04-01 11:54:00,1.07849,1.0785,1.07845,1.07845
2024-04-01 11:55:00,1.07844,1.07853,1.07842,1.07853
2024-04-01 11:56:00,1.07855,1.07856,1.07845,1.07846
2024-04-01 11:57:00,1.07845,1.07845,1.0784,1.07844
2024-04-01 11:58:00,1.07845,1.07845,1.07841,1.07843
2024-04-01 11:59:00,1.07842,1.07843,1.07838,1.07842
2024-04-01 12:00:00,1.07842,1.07858,1.07839,1.07857
2024-04-01 12:01:00,1.07858,1.07859,1.07848,1.07856
2024-04-01 12:02:00,1.07855,1.07858,1.0785,1.07857
2024-04-01 12:03:00,1.07856,1.0786,1.07856,1.07859
2024-04-01 12:04:00,1.07857,1.07858,1.07856,1.07857
2024-04-01 12:05:00,1.07856,1.07857,1.07855,1.07856
2024-04-01 12:06:00,1.07855,1.07856,1.07854,1.07855
2024-04-01 12:07:00,1.07855,1.07859,1.07854,1.07855
2024-04-01 12:08:00,1.07855,1.07855,1.0785,1.0785
2024-04-01 12:09:00,1.0785,1.07855,1.07829,1.07831
2024-04-01 12:10:00,1.0783,1.0783,1.0781,1.0781
2024-04-01 12:11:00,1.07808,1.07808,1.07799,1.07802
2024-04-01 12:12:00,1.07802,1.07816,1.07801,1.07816
2024-04-01 12:13:00,1.07817,1.07817,1.07804,1.07805
2024-04-01 12:14:00,1.07804,1.07804,1.07796,1.07796
2024-04-01 12:15:00,1.07796,1.07797,1.07792,1.07796
2024-04-01 12:16:00,1.07797,1.07798,1.07791,1.07797
2024-04-01 12:17:00,1.07798,1.07817,1.07796,1.07817
2024-04-01 12:18:00,1.07818,1.07826,1.07815,1.0782
2024-04-01 12:19:00,1.0782,1.0783,1.07814,1.07816
2024-04-01 12:20:00,1.07816,1.07816,1.07792,1.07796
2024-04-01 12:21:00,1.07796,1.07802,1.07791,1.07796
2024-04-01 12:22:00,1.07796,1.07798,1.07787,1.07797
2024-04-01 12:23:00,1.07798,1.07806,1.07787,1.07802
2024-04-01 12:24:00,1.07802,1.07804,1.07782,1.07782
2024-04-01 12:25:00,1.07784,1.07787,1.07773,1.07778
2024-04-01 12:26:00,1.07777,1.07789,1.07776,1.07786
2024-04-01 12:27:00,1.07787,1.07787,1.07776,1.07776
2024-04-01 12:28:00,1.07777,1.07784,1.07776,1.07782
2024-04-01 12:29:00,1.07782,1.07796,1.07782,1.07792
2024-04-01 12:30:00,1.07792,1.07806,1.07787,1.07801
2024-04-01 12:31:00,1.07802,1.07805,1.07791,1.07805
2024-04-01 12:32:00,1.07804,1.07805,1.078,1.078
2024-04-01 12:33:00,1.078,1.07802,1.0778,1.07782
2024-04-01 12:34:00,1.07782,1.07794,1.07776,1.0778
2024-04-01 12:35:00,1.0778,1.0778,1.07776,1.0778
2024-04-01 12:36:00,1.0778,1.07792,1.0778,1.07791
2024-04-01 12:37:00,1.0779,1.0779,1.07773,1.07787
2024-04-01 12:38:00,1.07787,1.07787,1.07776,1.07786
2024-04-01 12:39:00,1.07785,1.07805,1.07785,1.07801
2024-04-01 12:40:00,1.07802,1.07817,1.07796,1.07796
2024-04-01 12:41:00,1.07796,1.07797,1.07792,1.07796
2024-04-01 12:42:00,1.07795,1.07796,1.0779,1.07796
2024-04-01 12:43:00,1.07795,1.07795,1.07785,1.07785
2024-04-01 12:44:00,1.07784,1.07792,1.07782,1.07792
2024-04-01 12:45:00,1.07792,1.07797,1.0779,1.07796
2024-04-01 12:46:00,1.07796,1.07816,1.07796,1.07806
2024-04-01 12:47:00,1.07806,1.07816,1.07801,1.07801
2024-04-01 12:48:00,1.07802,1.07807,1.07801,1.07807
2024-04-01 12:49:00,1.07806,1.07811,1.07803,1.07806
2024-04-01 12:50:00,1.07804,1.07805,1.07796,1.07802
2024-04-01 12:51:00,1.07801,1.07801,1.07788,1.07792
2024-04-01 12:52:00,1.07792,1.07797,1.0778,1.0778
2024-04-01 12:53:00,1.0778,1.07788,1.07773,1.07787
2024-04-01 12:54:00,1.07787,1.07807,1.07787,1.07807
2024-04-01 12:55:00,1.07807,1.07825,1.07807,1.07822
2024-04-01 12:56:00,1.07821,1.07821,1.0781,1.0781
2024-04-01 12:57:00,1.07811,1.07811,1.07802,1.07806
2024-04-01 12:58:00,1.07807,1.07812,1.07805,1.07806
2024-04-01 12:59:00,1.07806,1.0782,1.07806,1.0782
2024-04-01 13:00:00,1.07819,1.0782,1.0781,1.07818
2024-04-01 13:01:00,1.07817,1.07817,1.07796,1.07798
2024-04-01 13:02:00,1.07799,1.07806,1.07799,1.07801
2024-04-01 13:03:00,1.078,1.07802,1.07795,1.07796
2024-04-01 13:04:00,1.07797,1.07806,1.07795,1.07806
2024-04-01 13:05:00,1.07806,1.07828,1.07806,1.07825
2024-04-01 13:06:00,1.07824,1.0783,1.07821,1.07821
2024-04-01 13:07:00,1.07821,1.07831,1.0782,1.0782
2024-04-01 13:08:00,1.07821,1.07823,1.07816,1.0782
2024-04-01 13:09:00,1.0782,1.07822,1.07815,1.07821
2024-04-01 13:10:00,1.0782,1.0782,1.07814,1.07816
2024-04-01 13:11:00,1.07816,1.07816,1.0781,1.07811
2024-04-01 13:12:00,1.07812,1.07814,1.07801,1.07812
2024-04-01 13:13:00,1.07812,1.07816,1.07796,1.07797
2024-04-01 13:14:00,1.07796,1.07802,1.07795,1.07797
2024-04-01 13:15:00,1.07797,1.07802,1.07793,1.07802
2024-04-01 13:16:00,1.07801,1.07804,1.07793,1.07795
2024-04-01 13:17:00,1.07794,1.07797,1.07791,1.07792
2024-04-01 13:18:00,1.07791,1.07806,1.0779,1.07802
2024-04-01 13:19:00,1.07801,1.07801,1.07795,1.07796
2024-04-01 13:20:00,1.07796,1.07796,1.07786,1.07787
2024-04-01 13:21:00,1.07788,1.07793,1.07788,1.07792
2024-04-01 13:22:00,1.07793,1.07807,1.07792,1.07807
2024-04-01 13:23:00,1.07806,1.07812,1.07802,1.07802
2024-04-01 13:24:00,1.07804,1.07806,1.07796,1.07797
2024-04-01 13:25:00,1.07798,1.07802,1.07797,1.07802
2024-04-01 13:26:00,1.07802,1.07805,1.078,1.07802
2024-04-01 13:27:00,1.07803,1.0781,1.07803,1.07808
2024-04-01 13:28:00,1.07807,1.0781,1.07801,1.07802
2024-04-01 13:29:00,1.07802,1.07804,1.07784,1.07787
2024-04-01 13:30:00,1.07787,1.07798,1.07784,1.07787
2024-04-01 13:31:00,1.07787,1.07802,1.07783,1.078
2024-04-01 13:32:00,1.078,1.078,1.07778,1.0778
2024-04-01 13:33:00,1.07781,1.07782,1.07772,1.07778
2024-04-01 13:34:00,1.07778,1.07792,1.07778,1.07784
2024-04-01 13:35:00,1.07784,1.07804,1.07782,1.07799
2024-04-01 13:36:00,1.07798,1.07803,1.07789,1.07792
2024-04-01 13:37:00,1.0779,1.07803,1.07788,1.07792
2024-04-01 13:38:00,1.07792,1.07798,1.07783,1.07783
2024-04-01 13:39:00,1.07784,1.07784,1.07774,1.07777
2024-04-01 13:40:00,1.07776,1.07783,1.07771,1.07783
2024-04-01 13:41:00,1.07784,1.07787,1.07782,1.07782
2024-04-01 13:42:00,1.07782,1.07783,1.07769,1.07774
2024-04-01 13:43:00,1.07774,1.07774,1.07767,1.07768
2024-04-01 13:44:00,1.07768,1.07771,1.07763,1.07766
2024-04-01 13:45:00,1.07767,1.07787,1.07765,1.07774
2024-04-01 13:46:00,1.07773,1.07777,1.07758,1.07762
2024-04-01 13:47:00,1.07763,1.07766,1.07738,1.07739
2024-04-01 13:48:00,1.07738,1.07748,1.07731,1.0774
2024-04-01 13:49:00,1.0774,1.07742,1.07728,1.07733
2024-04-01 13:50:00,1.07732,1.07737,1.07722,1.07723
2024-04-01 13:51:00,1.07723,1.07733,1.07721,1.0773
2024-04-01 13:52:00,1.0773,1.07734,1.07721,1.07726
2024-04-01 13:53:00,1.07726,1.07732,1.0772,1.07726
2024-04-01 13:54:00,1.07727,1.07728,1.07718,1.07721
2024-04-01 13:55:00,1.07722,1.07737,1.07721,1.07736
2024-04-01 13:56:00,1.07735,1.07749,1.07731,1.07743
2024-04-01 13:57:00,1.07744,1.07744,1.07735,1.07736
2024-04-01 13:58:00,1.07737,1.0775,1.07731,1.07732
2024-04-01 13:59:00,1.07733,1.07744,1.07733,1.0774
2024-04-01 14:00:00,1.07734,1.07738,1.07582,1.07596
2024-04-01 14:01:00,1.07597,1.07608,1.07576,1.07586
2024-04-01 14:02:00,1.07586,1.07586,1.07543,1.07543
2024-04-01 14:03:00,1.07542,1.07557,1.07532,1.07549
2024-04-01 14:04:00,1.07548,1.07548,1.075,1.07513
2024-04-01 14:05:00,1.07514,1.07524,1.07492,1.07492
2024-04-01 14:06:00,1.07492,1.07496,1.07477,1.07483
2024-04-01 14:07:00,1.07482,1.07494,1.07472,1.07492
